;Season;Date;Location;HomeTeam;HomeScore;AwayTeam;AwayScore;HomePenalty;AwayPenalty;Attendance;RegularPlayoff
7496;2016-17 season:;2017.04.04;Cleveland;Cleveland;122;Orlando;102;18;21;20562;Regular
7497;2016-17 season:;2017.04.04;Utah;Utah;106;Portland;87;16;20;19911;Regular
7498;2016-17 season:;2017.04.04;Indiana;Indiana;108;Toronto;90;17;19;16524;Regular
7499;2016-17 season:;2017.04.05;Boston;Boston;91;Cleveland;114;18;26;18624;Regular
7500;2016-17 season:;2017.04.05;LA Clippers;LA Clippers;112;Dallas;101;19;26;19060;Regular
7501;2016-17 season:;2017.04.05;Houston;Houston;110;Denver;104;20;24;18055;Regular
7502;2016-17 season:;2017.04.05;Phoenix;Phoenix;111;Golden State;120;22;19;18055;Regular
7503;2016-17 season:;2017.04.05;San Antonio;San Antonio;95;LA Lakers;102;13;13;18418;Regular
7504;2016-17 season:;2017.04.05;Charlotte;Charlotte;99;Miami;112;15;16;17758;Regular
7505;2016-17 season:;2017.04.05;Memphis;Memphis;100;Oklahoma City;103;18;20;17298;Regular
7506;2016-17 season:;2017.04.05;Detroit;Detroit;102;Toronto;105;21;14;17578;Regular
7507;2016-17 season:;2017.04.06;Orlando;Orlando;115;Brooklyn;107;20;19;18095;Regular
7508;2016-17 season:;2017.04.06;Atlanta;Atlanta;123;Boston;116;30;29;18688;Regular
7509;2016-17 season:;2017.04.06;Philadelphia;Philadelphia;90;Chicago;102;19;19;15177;Regular
7510;2016-17 season:;2017.04.06;Indiana;Indiana;104;Milwaukee;89;12;22;17010;Regular
7511;2016-17 season:;2017.04.06;Portland;Portland;105;Minnesota;98;20;20;19393;Regular
7512;2016-17 season:;2017.04.06;New York;New York;103;Washington;106;19;22;19812;Regular
7513;2016-17 season:;2017.04.07;Cleveland;Cleveland;100;Atlanta;114;10;17;20562;Regular
7514;2016-17 season:;2017.04.07;Houston;Houston;109;Detroit;114;15;17;18055;Regular
7515;2016-17 season:;2017.04.07;Toronto;Toronto;96;Miami;94;24;21;19800;Regular
7516;2016-17 season:;2017.04.07;Utah;Utah;120;Minnesota;113;21;25;19911;Regular
7517;2016-17 season:;2017.04.07;Denver;Denver;122;New Orleans;106;15;19;16348;Regular
7518;2016-17 season:;2017.04.07;Memphis;Memphis;101;New York;88;14;16;17631;Regular
7519;2016-17 season:;2017.04.07;Phoenix;Phoenix;120;Oklahoma City;99;26;26;18055;Regular
7520;2016-17 season:;2017.04.07;Dallas;Dallas;89;San Antonio;102;17;11;20133;Regular
7521;2016-17 season:;2017.04.07;LA Lakers;LA Lakers;98;Sacramento;94;15;19;18997;Regular
7522;2016-17 season:;2017.04.08;Charlotte;Charlotte;114;Boston;121;15;19;19407;Regular
7523;2016-17 season:;2017.04.08;Brooklyn;Brooklyn;107;Chicago;106;13;20;17732;Regular
7524;2016-17 season:;2017.04.08;Orlando;Orlando;112;Indiana;127;16;15;18846;Regular
7525;2016-17 season:;2017.04.08;San Antonio;San Antonio;87;LA Clippers;98;17;15;18420;Regular
7526;2016-17 season:;2017.04.08;Washington;Washington;103;Miami;106;24;19;20365;Regular
7527;2016-17 season:;2017.04.08;Philadelphia;Philadelphia;82;Milwaukee;90;16;21;16301;Regular
7528;2016-17 season:;2017.04.08;Golden State;Golden State;123;New Orleans;101;15;15;19596;Regular
7529;2016-17 season:;2017.04.08;Portland;Portland;101;Utah;86;16;18;19865;Regular
7530;2016-17 season:;2017.04.09;Atlanta;Atlanta;126;Cleveland;125;22;27;18835;Regular
7531;2016-17 season:;2017.04.09;Phoenix;Phoenix;124;Dallas;111;18;23;18055;Regular
7532;2016-17 season:;2017.04.09;Memphis;Memphis;90;Detroit;103;16;12;16521;Regular
7533;2016-17 season:;2017.04.09;Sacramento;Sacramento;128;Houston;135;18;22;17608;Regular
7534;2016-17 season:;2017.04.09;LA Lakers;LA Lakers;110;Minnesota;109;23;16;18997;Regular
7535;2016-17 season:;2017.04.09;Denver;Denver;105;Oklahoma City;106;16;19;19718;Regular
7536;2016-17 season:;2017.04.09;New York;New York;97;Toronto;110;18;14;19812;Regular
7537;2016-17 season:;2017.04.10;Boston;Boston;114;Brooklyn;105;23;19;18624;Regular
7538;2016-17 season:;2017.04.10;Milwaukee;Milwaukee;89;Charlotte;79;14;10;18717;Regular
7539;2016-17 season:;2017.04.10;Miami;Miami;124;Cleveland;121;26;25;19673;Regular
7540;2016-17 season:;2017.04.10;LA Clippers;LA Clippers;125;Houston;96;16;23;19163;Regular
7541;2016-17 season:;2017.04.10;Philadelphia;Philadelphia;111;Indiana;120;19;23;14622;Regular
7542;2016-17 season:;2017.04.10;Chicago;Chicago;122;Orlando;75;16;18;21545;Regular
7543;2016-17 season:;2017.04.10;Portland;Portland;99;San Antonio;98;17;15;19393;Regular
7544;2016-17 season:;2017.04.10;Golden State;Golden State;99;Utah;105;17;17;19596;Regular
7545;2016-17 season:;2017.04.10;Detroit;Detroit;101;Washington;105;18;13;21012;Regular
7546;2016-17 season:;2017.04.11;Atlanta;Atlanta;103;Charlotte;76;17;17;14205;Regular
7547;2016-17 season:;2017.04.11;Dallas;Dallas;91;Denver;109;11;14;20333;Regular
7548;2016-17 season:;2017.04.11;LA Lakers;LA Lakers;108;New Orleans;96;18;16;18997;Regular
7549;2016-17 season:;2017.04.11;Minnesota;Minnesota;98;Oklahoma City;100;17;21;19356;Regular
7550;2016-17 season:;2017.04.11;Sacramento;Sacramento;129;Phoenix;104;23;23;17608;Regular
7551;2016-17 season:;2017.04.12;Indiana;Indiana;104;Atlanta;86;14;15;17923;Regular
7552;2016-17 season:;2017.04.12;Chicago;Chicago;112;Brooklyn;73;18;16;21648;Regular
7553;2016-17 season:;2017.04.12;Memphis;Memphis;93;Dallas;100;23;19;16274;Regular
7554;2016-17 season:;2017.04.12;Oklahoma City;Oklahoma City;105;Denver;111;24;17;18203;Regular
7555;2016-17 season:;2017.04.12;Orlando;Orlando;113;Detroit;109;22;15;19458;Regular
7556;2016-17 season:;2017.04.12;Golden State;Golden State;109;LA Lakers;94;17;22;19596;Regular
7557;2016-17 season:;2017.04.12;Boston;Boston;112;Milwaukee;94;17;20;18624;Regular
7558;2016-17 season:;2017.04.12;Houston;Houston;123;Minnesota;118;14;15;18055;Regular
7559;2016-17 season:;2017.04.12;Portland;Portland;100;New Orleans;103;18;17;19521;Regular
7560;2016-17 season:;2017.04.12;New York;New York;114;Philadelphia;113;18;25;19812;Regular
7561;2016-17 season:;2017.04.12;Utah;Utah;101;San Antonio;97;16;17;19911;Regular
7562;2016-17 season:;2017.04.12;LA Clippers;LA Clippers;115;Sacramento;95;15;18;19060;Regular
7563;2016-17 season:;2017.04.12;Cleveland;Cleveland;83;Toronto;98;14;20;20562;Regular
7564;2016-17 season:;2017.04.12;Miami;Miami;110;Washington;102;13;13;19963;Regular
7565;2016-17 season:;2017.04.15;Cleveland;Cleveland;109;Indiana;108;19;25;20562;Playoff
7566;2016-17 season:;2017.04.15;Toronto;Toronto;83;Milwaukee;97;21;23;20133;Playoff
7567;2016-17 season:;2017.04.15;San Antonio;San Antonio;111;Memphis;82;20;20;18418;Playoff
7568;2016-17 season:;2017.04.15;LA Clippers;LA Clippers;95;Utah;97;18;19;19060;Playoff
7569;2016-17 season:;2017.04.16;Washington;Washington;114;Atlanta;107;25;22;20356;Playoff
7570;2016-17 season:;2017.04.16;Golden State;Golden State;121;Portland;109;24;25;19596;Playoff
7571;2016-17 season:;2017.04.16;Boston;Boston;102;Chicago;106;20;18;18624;Playoff
7572;2016-17 season:;2017.04.16;Houston;Houston;118;Oklahoma City;87;19;19;18055;Playoff
7573;2016-17 season:;2017.04.17;Cleveland;Cleveland;117;Indiana;111;16;21;20562;Playoff
7574;2016-17 season:;2017.04.17;San Antonio;San Antonio;96;Memphis;82;13;22;18418;Playoff
7575;2016-17 season:;2017.04.18;Toronto;Toronto;106;Milwaukee;100;22;16;20077;Playoff
7576;2016-17 season:;2017.04.18;Boston;Boston;97;Chicago;111;17;17;18624;Playoff
7577;2016-17 season:;2017.04.18;LA Clippers;LA Clippers;99;Utah;91;23;16;19060;Playoff
7578;2016-17 season:;2017.04.19;Washington;Washington;109;Atlanta;101;29;26;20356;Playoff
7579;2016-17 season:;2017.04.19;Houston;Houston;115;Oklahoma City;111;21;24;18055;Playoff
7580;2016-17 season:;2017.04.19;Golden State;Golden State;110;Portland;81;17;19;19596;Playoff
7581;2016-17 season:;2017.04.20;Indiana;Indiana;114;Cleveland;119;23;23;17923;Playoff
7582;2016-17 season:;2017.04.20;Milwaukee;Milwaukee;104;Toronto;77;25;21;18717;Playoff
7583;2016-17 season:;2017.04.20;Memphis;Memphis;105;San Antonio;94;24;21;18119;Playoff
7584;2016-17 season:;2017.04.21;Chicago;Chicago;87;Boston;104;15;12;21293;Playoff
7585;2016-17 season:;2017.04.21;Oklahoma City;Oklahoma City;115;Houston;113;21;24;18203;Playoff
7586;2016-17 season:;2017.04.21;Utah;Utah;106;LA Clippers;111;26;20;19911;Playoff
7587;2016-17 season:;2017.04.22;Milwaukee;Milwaukee;76;Toronto;87;21;19;18717;Playoff
7588;2016-17 season:;2017.04.22;Atlanta;Atlanta;116;Washington;98;17;28;18866;Playoff
7589;2016-17 season:;2017.04.22;Memphis;Memphis;110;San Antonio;108;21;24;18119;Playoff
7590;2016-17 season:;2017.04.22;Portland;Portland;113;Golden State;119;23;19;20177;Playoff
7591;2016-17 season:;2017.04.23;Indiana;Indiana;102;Cleveland;106;22;15;17923;Playoff
7592;2016-17 season:;2017.04.23;Oklahoma City;Oklahoma City;109;Houston;113;20;26;18203;Playoff
7593;2016-17 season:;2017.04.23;Chicago;Chicago;95;Boston;104;23;24;21863;Playoff
7594;2016-17 season:;2017.04.23;Utah;Utah;105;LA Clippers;98;17;18;19911;Playoff
7595;2016-17 season:;2017.04.24;Toronto;Toronto;118;Milwaukee;93;24;23;20251;Playoff
7596;2016-17 season:;2017.04.24;Atlanta;Atlanta;111;Washington;101;20;25;18676;Playoff
7597;2016-17 season:;2017.04.24;Portland;Portland;103;Golden State;128;20;15;19902;Playoff
7598;2016-17 season:;2017.04.25;Houston;Houston;105;Oklahoma City;99;23;27;18055;Playoff
7599;2016-17 season:;2017.04.25;San Antonio;San Antonio;116;Memphis;103;17;20;18418;Playoff
7600;2016-17 season:;2017.04.25;LA Clippers;LA Clippers;92;Utah;96;20;24;19171;Playoff
7601;2016-17 season:;2017.04.26;Washington;Washington;103;Atlanta;99;20;21;20356;Playoff
7602;2016-17 season:;2017.04.26;Boston;Boston;108;Chicago;97;16;21;18624;Playoff
7603;2016-17 season:;2017.04.27;Milwaukee;Milwaukee;89;Toronto;92;20;20;18717;Playoff
7604;2016-17 season:;2017.04.27;Memphis;Memphis;96;San Antonio;103;26;20;18119;Playoff
7605;2016-17 season:;2017.04.28;Atlanta;Atlanta;99;Washington;115;22;22;18849;Playoff
7606;2016-17 season:;2017.04.28;Chicago;Chicago;83;Boston;105;16;14;21682;Playoff
7607;2016-17 season:;2017.04.28;Utah;Utah;93;LA Clippers;98;20;24;19911;Playoff
7608;2016-17 season:;2017.04.30;Boston;Boston;123;Washington;111;25;14;18624;Playoff
7609;2016-17 season:;2017.04.30;LA Clippers;LA Clippers;91;Utah;104;19;24;19060;Playoff
7610;2016-17 season:;2017.05.01;Cleveland;Cleveland;116;Toronto;105;18;22;20562;Playoff
7611;2016-17 season:;2017.05.01;San Antonio;San Antonio;99;Houston;126;18;25;18418;Playoff
7612;2016-17 season:;2017.05.02;Boston;Boston;129;Washington;119;21;29;18624;Playoff
7613;2016-17 season:;2017.05.02;Golden State;Golden State;106;Utah;94;16;18;19596;Playoff
7614;2016-17 season:;2017.05.03;Cleveland;Cleveland;125;Toronto;103;22;21;20562;Playoff
7615;2016-17 season:;2017.05.03;San Antonio;San Antonio;121;Houston;96;16;18;18418;Playoff
7616;2016-17 season:;2017.05.04;Washington;Washington;116;Boston;89;26;26;20356;Playoff
7617;2016-17 season:;2017.05.04;Golden State;Golden State;115;Utah;104;20;23;19596;Playoff
7618;2016-17 season:;2017.05.05;Toronto;Toronto;94;Cleveland;115;21;20;20384;Playoff
7619;2016-17 season:;2017.05.05;Houston;Houston;92;San Antonio;103;18;17;18187;Playoff
7620;2016-17 season:;2017.05.06;Utah;Utah;91;Golden State;102;22;20;19911;Playoff
7621;2016-17 season:;2017.05.07;Toronto;Toronto;102;Cleveland;109;18;11;20307;Playoff
7622;2016-17 season:;2017.05.07;Washington;Washington;121;Boston;102;22;25;20356;Playoff
7623;2016-17 season:;2017.05.07;Houston;Houston;125;San Antonio;104;17;13;18055;Playoff
7624;2016-17 season:;2017.05.08;Utah;Utah;95;Golden State;121;23;26;19911;Playoff
7625;2016-17 season:;2017.05.09;San Antonio;San Antonio;110;Houston;107;18;23;18418;Playoff
7626;2016-17 season:;2017.05.10;Boston;Boston;123;Washington;101;25;18;18624;Playoff
7627;2016-17 season:;2017.05.11;Houston;Houston;75;San Antonio;114;16;21;18055;Playoff
7628;2016-17 season:;2017.05.12;Washington;Washington;92;Boston;91;24;19;20356;Playoff
7629;2016-17 season:;2017.05.14;Golden State;Golden State;113;San Antonio;111;24;24;19596;Playoff
7630;2016-17 season:;2017.05.15;Boston;Boston;115;Washington;105;24;17;18624;Playoff
7631;2016-17 season:;2017.05.16;Golden State;Golden State;136;San Antonio;100;19;17;19596;Playoff
7632;2016-17 season:;2017.05.17;Boston;Boston;104;Cleveland;117;26;17;18624;Playoff
7633;2016-17 season:;2017.05.19;Boston;Boston;86;Cleveland;130;19;17;18624;Playoff
7634;2016-17 season:;2017.05.20;San Antonio;San Antonio;108;Golden State;120;21;23;18792;Playoff
7635;2016-17 season:;2017.05.21;Cleveland;Cleveland;108;Boston;111;11;23;20562;Playoff
7636;2016-17 season:;2017.05.22;San Antonio;San Antonio;115;Golden State;129;20;25;18466;Playoff
7637;2016-17 season:;2017.05.23;Cleveland;Cleveland;112;Boston;99;16;15;20562;Playoff
7638;2016-17 season:;2017.05.25;Boston;Boston;102;Cleveland;135;23;21;18624;Playoff
7639;2016-17 season:;2017.06.01;Golden State;Golden State;113;Cleveland;91;24;23;19596;Playoff
7640;2016-17 season:;2017.06.04;Golden State;Golden State;132;Cleveland;113;19;18;19596;Playoff
7641;2016-17 season:;2017.06.07;Cleveland;Cleveland;113;Golden State;118;25;28;20562;Playoff
7642;2016-17 season:;2017.06.09;Cleveland;Cleveland;137;Golden State;116;24;27;20562;Playoff
7643;2016-17 season:;2017.06.12;Golden State;Golden State;129;Cleveland;120;24;22;19596;Playoff
7644;2017-18 season:;2017.10.17;Cleveland;Cleveland;102;Boston;99;25;24;20562;Regular
7645;2017-18 season:;2017.10.17;Golden State;Golden State;121;Houston;122;25;16;19596;Regular
7646;2017-18 season:;2017.10.18;Dallas;Dallas;111;Atlanta;117;19;18;19709;Regular
7647;2017-18 season:;2017.10.18;Indiana;Indiana;140;Brooklyn;131;25;25;15008;Regular
7648;2017-18 season:;2017.10.18;Detroit;Detroit;102;Charlotte;90;21;15;20491;Regular
7649;2017-18 season:;2017.10.18;Utah;Utah;106;Denver;96;18;18;17588;Regular
7650;2017-18 season:;2017.10.18;Sacramento;Sacramento;100;Houston;105;20;14;17583;Regular
7651;2017-18 season:;2017.10.18;Orlando;Orlando;116;Miami;109;18;20;18846;Regular
7652;2017-18 season:;2017.10.18;Boston;Boston;100;Milwaukee;108;27;22;18624;Regular
7653;2017-18 season:;2017.10.18;San Antonio;San Antonio;107;Minnesota;99;18;16;18418;Regular
7654;2017-18 season:;2017.10.18;Memphis;Memphis;103;New Orleans;91;29;31;17794;Regular
7655;2017-18 season:;2017.10.18;Washington;Washington;120;Philadelphia;115;20;28;20356;Regular
7656;2017-18 season:;2017.10.18;Phoenix;Phoenix;76;Portland;124;22;20;18055;Regular
7657;2017-18 season:;2017.10.19;Toronto;Toronto;117;Chicago;100;19;23;19800;Regular
7658;2017-18 season:;2017.10.19;LA Lakers;LA Lakers;92;LA Clippers;108;15;20;18997;Regular
7659;2017-18 season:;2017.10.19;Oklahoma City;Oklahoma City;105;New York;84;22;23;18203;Regular
7660;2017-18 season:;2017.10.20;Charlotte;Charlotte;109;Atlanta;91;18;29;18417;Regular
7661;2017-18 season:;2017.10.20;Philadelphia;Philadelphia;92;Boston;102;30;24;20816;Regular
7662;2017-18 season:;2017.10.20;Milwaukee;Milwaukee;97;Cleveland;116;17;11;18717;Regular
7663;2017-18 season:;2017.10.20;Washington;Washington;115;Detroit;111;18;32;16337;Regular
7664;2017-18 season:;2017.10.20;New Orleans;New Orleans;120;Golden State;128;19;23;18171;Regular
7665;2017-18 season:;2017.10.20;Phoenix;Phoenix;130;LA Lakers;132;25;31;18055;Regular
7666;2017-18 season:;2017.10.20;Brooklyn;Brooklyn;126;Orlando;121;17;27;16144;Regular
7667;2017-18 season:;2017.10.20;Indiana;Indiana;96;Portland;114;17;26;15325;Regular
7668;2017-18 season:;2017.10.20;Dallas;Dallas;88;Sacramento;93;13;18;19273;Regular
7669;2017-18 season:;2017.10.20;Minnesota;Minnesota;100;Utah;97;17;21;18978;Regular
7670;2017-18 season:;2017.10.21;Houston;Houston;107;Dallas;91;24;19;18055;Regular
7671;2017-18 season:;2017.10.21;New York;New York;107;Detroit;111;21;25;19812;Regular
7672;2017-18 season:;2017.10.21;Memphis;Memphis;111;Golden State;101;25;28;17794;Regular
7673;2017-18 season:;2017.10.21;Miami;Miami;112;Indiana;108;19;18;19600;Regular
7674;2017-18 season:;2017.10.21;Utah;Utah;96;Oklahoma City;87;21;16;18300;Regular
7675;2017-18 season:;2017.10.21;Cleveland;Cleveland;93;Orlando;114;14;28;20562;Regular
7676;2017-18 season:;2017.10.21;Toronto;Toronto;128;Philadelphia;94;29;26;19800;Regular
7677;2017-18 season:;2017.10.21;LA Clippers;LA Clippers;130;Phoenix;88;32;27;19068;Regular
7678;2017-18 season:;2017.10.21;Milwaukee;Milwaukee;113;Portland;110;23;22;16211;Regular
7679;2017-18 season:;2017.10.21;Chicago;Chicago;77;San Antonio;87;15;14;21640;Regular
7680;2017-18 season:;2017.10.21;Denver;Denver;96;Sacramento;79;19;21;19520;Regular
7681;2017-18 season:;2017.10.22;Brooklyn;Brooklyn;116;Atlanta;104;27;25;13917;Regular
7682;2017-18 season:;2017.10.22;Oklahoma City;Oklahoma City;113;Minnesota;115;22;17;18203;Regular
7683;2017-18 season:;2017.10.22;LA Lakers;LA Lakers;112;New Orleans;119;24;20;18997;Regular
7684;2017-18 season:;2017.10.23;Miami;Miami;104;Atlanta;93;19;17;19600;Regular
7685;2017-18 season:;2017.10.23;Milwaukee;Milwaukee;103;Charlotte;94;27;21;12887;Regular
7686;2017-18 season:;2017.10.23;Dallas;Dallas;103;Golden State;133;20;23;19875;Regular
7687;2017-18 season:;2017.10.23;Houston;Houston;90;Memphis;98;31;21;17129;Regular
7688;2017-18 season:;2017.10.23;Detroit;Detroit;86;Philadelphia;97;21;24;13709;Regular
7689;2017-18 season:;2017.10.23;Phoenix;Phoenix;117;Sacramento;115;25;25;14903;Regular
7690;2017-18 season:;2017.10.23;San Antonio;San Antonio;101;Toronto;97;22;30;18418;Regular
7691;2017-18 season:;2017.10.23;Denver;Denver;104;Washington;109;22;24;14294;Regular
7692;2017-18 season:;2017.10.24;Orlando;Orlando;125;Brooklyn;121;23;27;16015;Regular
7693;2017-18 season:;2017.10.24;Cleveland;Cleveland;119;Chicago;112;14;20;20562;Regular
7694;2017-18 season:;2017.10.24;Minnesota;Minnesota;107;Indiana;130;14;21;14353;Regular
7695;2017-18 season:;2017.10.24;Portland;Portland;103;New Orleans;93;22;26;19446;Regular
7696;2017-18 season:;2017.10.24;Boston;Boston;110;New York;89;24;17;18624;Regular
7697;2017-18 season:;2017.10.24;LA Clippers;LA Clippers;102;Utah;84;16;23;16607;Regular
7698;2017-18 season:;2017.10.25;Brooklyn;Brooklyn;112;Cleveland;107;22;17;17732;Regular
7699;2017-18 season:;2017.10.25;Charlotte;Charlotte;110;Denver;93;16;23;14253;Regular
7700;2017-18 season:;2017.10.25;Philadelphia;Philadelphia;104;Houston;105;19;13;20682;Regular
7701;2017-18 season:;2017.10.25;Oklahoma City;Oklahoma City;114;Indiana;96;27;23;18203;Regular
7702;2017-18 season:;2017.10.25;Dallas;Dallas;103;Memphis;94;20;22;19674;Regular
7703;2017-18 season:;2017.10.25;Detroit;Detroit;122;Minnesota;101;22;19;13790;Regular
7704;2017-18 season:;2017.10.25;Miami;Miami;100;San Antonio;117;25;20;19600;Regular
7705;2017-18 season:;2017.10.25;Golden State;Golden State;117;Toronto;112;15;16;19596;Regular
7706;2017-18 season:;2017.10.25;Phoenix;Phoenix;97;Utah;88;25;19;16022;Regular
7707;2017-18 season:;2017.10.25;LA Lakers;LA Lakers;102;Washington;99;26;19;18996;Regular
7708;2017-18 season:;2017.10.26;Chicago;Chicago;91;Atlanta;86;15;23;21104;Regular
7709;2017-18 season:;2017.10.26;Panther Arena, Milwaukee, WI;FALSE;0;FALSE;0;NA;NA;NA;Regular
7710;2017-18 season:;2017.10.26;Memphis;Memphis;96;Dallas;91;23;22;15839;Regular
7711;2017-18 season:;2017.10.26;Portland;Portland;103;LA Clippers;104;26;19;18694;Regular
7712;2017-18 season:;2017.10.26;Sacramento;Sacramento;106;New Orleans;114;17;24;17583;Regular
7713;2017-18 season:;2017.10.27;New York;New York;107;Brooklyn;86;19;20;19812;Regular
7714;2017-18 season:;2017.10.27;Atlanta;Atlanta;100;Denver;105;21;12;16220;Regular
7715;2017-18 season:;2017.10.27;Charlotte;Charlotte;93;Houston;109;14;26;17339;Regular
7716;2017-18 season:;2017.10.27;Minnesota;Minnesota;119;Oklahoma City;116;21;29;17620;Regular
7717;2017-18 season:;2017.10.27;Orlando;Orlando;114;San Antonio;87;24;15;17337;Regular
7718;2017-18 season:;2017.10.27;LA Lakers;LA Lakers;92;Toronto;101;22;24;17876;Regular
7719;2017-18 season:;2017.10.27;Golden State;Golden State;120;Washington;117;20;21;19596;Regular
7720;2017-18 season:;2017.10.28;Miami;Miami;90;Boston;96;23;14;19600;Regular
7721;2017-18 season:;2017.10.28;New Orleans;New Orleans;123;Cleveland;101;20;19;18539;Regular
7722;2017-18 season:;2017.10.28;LA Clippers;LA Clippers;87;Detroit;95;18;20;17247;Regular
7723;2017-18 season:;2017.10.28;Memphis;Memphis;103;Houston;89;20;23;17033;Regular
7724;2017-18 season:;2017.10.28;Utah;Utah;96;LA Lakers;81;20;20;18306;Regular
7725;2017-18 season:;2017.10.28;Chicago;Chicago;69;Oklahoma City;101;16;17;21706;Regular
7726;2017-18 season:;2017.10.28;Dallas;Dallas;110;Philadelphia;112;15;21;19567;Regular
7727;2017-18 season:;2017.10.28;Portland;Portland;114;Phoenix;107;26;23;19343;Regular
7728;2017-18 season:;2017.10.29;Brooklyn;Brooklyn;111;Denver;124;18;22;14854;Regular
7729;2017-18 season:;2017.10.29;Golden State;Golden State;107;Detroit;115;14;9;19596;Regular
7730;2017-18 season:;2017.10.29;Atlanta;Atlanta;106;Milwaukee;117;21;27;14014;Regular
7731;2017-18 season:;2017.10.29;Cleveland;Cleveland;95;New York;114;23;26;20562;Regular
7732;2017-18 season:;2017.10.29;Charlotte;Charlotte;120;Orlando;113;24;20;15531;Regular
7733;2017-18 season:;2017.10.29;Indiana;Indiana;97;San Antonio;94;20;11;15013;Regular
7734;2017-18 season:;2017.10.29;Sacramento;Sacramento;83;Washington;110;20;18;17583;Regular
7735;2017-18 season:;2017.10.30;Memphis;Memphis;99;Charlotte;104;22;22;15771;Regular
7736;2017-18 season:;2017.10.30;Utah;Utah;104;Dallas;89;17;16;16221;Regular
7737;2017-18 season:;2017.10.30;New York;New York;116;Denver;110;27;22;19812;Regular
7738;2017-18 season:;2017.10.30;LA Clippers;LA Clippers;113;Golden State;141;20;23;19068;Regular
7739;2017-18 season:;2017.10.30;Miami;Miami;122;Minnesota;125;28;25;19600;Regular
7740;2017-18 season:;2017.10.30;New Orleans;New Orleans;99;Orlando;115;22;19;14004;Regular
7741;2017-18 season:;2017.10.30;Houston;Houston;107;Philadelphia;115;23;31;16714;Regular
7742;2017-18 season:;2017.10.30;Boston;Boston;108;San Antonio;94;22;14;18624;Regular
7743;2017-18 season:;2017.10.30;Portland;Portland;85;Toronto;99;15;14;18505;Regular
7744;2017-18 season:;2017.10.31;LA Lakers;LA Lakers;113;Detroit;93;14;11;17569;Regular
7745;2017-18 season:;2017.10.31;Milwaukee;Milwaukee;91;Oklahoma City;110;22;20;16713;Regular
7746;2017-18 season:;2017.10.31;Brooklyn;Brooklyn;114;Phoenix;122;22;26;12936;Regular
7747;2017-18 season:;2017.10.31;Indiana;Indiana;101;Sacramento;83;17;18;12245;Regular
7748;2017-18 season:;2017.11.01;Philadelphia;Philadelphia;119;Atlanta;109;26;28;20549;Regular
7749;2017-18 season:;2017.11.01;Miami;Miami;97;Chicago;91;19;19;19600;Regular
7750;2017-18 season:;2017.11.01;LA Clippers;LA Clippers;119;Dallas;98;20;22;13487;Regular
7751;2017-18 season:;2017.11.01;New York;New York;97;Houston;119;18;20;18320;Regular
7752;2017-18 season:;2017.11.01;Cleveland;Cleveland;107;Indiana;124;19;23;20562;Regular
7753;2017-18 season:;2017.11.01;Charlotte;Charlotte;126;Milwaukee;121;18;25;15655;Regular
7754;2017-18 season:;2017.11.01;New Orleans;New Orleans;98;Minnesota;104;24;21;14788;Regular
7755;2017-18 season:;2017.11.01;Memphis;Memphis;99;Orlando;101;16;22;15434;Regular
7756;2017-18 season:;2017.11.01;Washington;Washington;116;Phoenix;122;28;24;14790;Regular
7757;2017-18 season:;2017.11.01;Utah;Utah;112;Portland;103;21;25;16685;Regular
7758;2017-18 season:;2017.11.01;Boston;Boston;113;Sacramento;86;19;18;18624;Regular
7759;2017-18 season:;2017.11.01;Denver;Denver;129;Toronto;111;20;25;14072;Regular
7760;2017-18 season:;2017.11.02;San Antonio;San Antonio;92;Golden State;112;10;20;18418;Regular
7761;2017-18 season:;2017.11.02;Portland;Portland;113;LA Lakers;110;21;20;19469;Regular
7762;2017-18 season:;2017.11.03;LA Lakers;LA Lakers;124;Brooklyn;112;29;22;18997;Regular
7763;2017-18 season:;2017.11.03;Oklahoma City;Oklahoma City;94;Boston;101;18;14;18203;Regular
7764;2017-18 season:;2017.11.03;San Antonio;San Antonio;108;Charlotte;101;26;20;18418;Regular
7765;2017-18 season:;2017.11.03;Orlando;Orlando;83;Chicago;105;11;13;19171;Regular
7766;2017-18 season:;2017.11.03;Washington;Washington;122;Cleveland;130;24;27;20356;Regular
7767;2017-18 season:;2017.11.03;Atlanta;Atlanta;104;Houston;119;16;16;14087;Regular
7768;2017-18 season:;2017.11.03;Philadelphia;Philadelphia;121;Indiana;110;20;18;20668;Regular
7769;2017-18 season:;2017.11.03;Denver;Denver;95;Miami;94;16;24;15317;Regular
7770;2017-18 season:;2017.11.03;Detroit;Detroit;105;Milwaukee;96;11;24;17207;Regular
7771;2017-18 season:;2017.11.03;Dallas;Dallas;94;New Orleans;99;24;22;19894;Regular
7772;2017-18 season:;2017.11.03;New York;New York;120;Phoenix;107;24;25;19404;Regular
7773;2017-18 season:;2017.11.03;Utah;Utah;100;Toronto;109;25;27;16258;Regular
7774;2017-18 season:;2017.11.04;Minnesota;Minnesota;112;Dallas;99;20;19;16837;Regular
7775;2017-18 season:;2017.11.04;Denver;Denver;108;Golden State;127;18;23;19711;Regular
7776;2017-18 season:;2017.11.04;LA Clippers;LA Clippers;104;Memphis;113;22;28;14777;Regular
7777;2017-18 season:;2017.11.04;Chicago;Chicago;90;New Orleans;96;19;9;21254;Regular
