"","Season","Date","Location","HomeTeam","HomeScore","AwayTeam","AwayScore","AwayPenalty","HomePenalty","Weekday","HomeSeason","AwaySeason","Attendance","Attendancein1000s","RegularPlayoff","Homewin","ClosedDoors","RelativeCap"
"1202","2011-12 season:",2012-04-05,"Ottawa","Ottawa",1,"Boston",3,8,8,5,"2011-12 season: Ottawa","2011-12 season: Boston",20500,20.5,"R",0,0,1.17999194151845
"1203","2011-12 season:",2012-04-05,"Philadelphia","Philadelphia",2,"Buffalo",1,4,6,5,"2011-12 season: Philadelphia","2011-12 season: Buffalo",19873,19.873,"R",1,0,1.01688584147777
"1204","2011-12 season:",2012-04-05,"Colorado","Colorado",2,"Columbus",5,25,15,5,"2011-12 season: Colorado","2011-12 season: Columbus",15610,15.61,"R",0,0,0.87652310629457
"1205","2011-12 season:",2012-04-05,"Minnesota","Minnesota",2,"Chicago",1,10,27,5,"2011-12 season: Minnesota","2011-12 season: Chicago",18643,18.643,"R",1,0,1.03837584939289
"1206","2011-12 season:",2012-04-05,"Nashville","Nashville",2,"Dallas",0,4,8,5,"2011-12 season: Nashville","2011-12 season: Dallas",17113,17.113,"R",1,0,1
"1207","2011-12 season:",2012-04-05,"Washington","Washington",4,"Florida",2,4,2,5,"2011-12 season: Washington","2011-12 season: Florida",18506,18.506,"R",1,0,1
"1208","2011-12 season:",2012-04-05,"Carolina","Carolina",2,"Montreal",1,14,14,5,"2011-12 season: Carolina","2011-12 season: Montreal",17836,17.836,"R",1,0,0.954817987152034
"1209","2011-12 season:",2012-04-05,"Detroit","Detroit",1,"New Jersey",2,2,4,5,"2011-12 season: Detroit","2011-12 season: New Jersey",20066,20.066,"R",0,0,1.02823469126313
"1210","2011-12 season:",2012-04-05,"Pittsburgh","Pittsburgh",5,"NY Rangers",2,4,25,5,"2011-12 season: Pittsburgh","2011-12 season: NY Rangers",18585,18.585,"R",1,0,1.01076847772883
"1211","2011-12 season:",2012-04-05,"Los Angeles","Los Angeles",5,"San Jose",6,31,32,5,"2011-12 season: Los Angeles","2011-12 season: San Jose",18330,18.33,"R",0,0,1.00548546352167
"1212","2011-12 season:",2012-04-05,"Toronto","Toronto",3,"Tampa Bay",2,4,0,5,"2011-12 season: Toronto","2011-12 season: Tampa Bay",19369,19.369,"R",1,0,1.0292257824539
"1213","2011-12 season:",2012-04-05,"Calgary","Calgary",3,"Vancouver",2,12,16,5,"2011-12 season: Calgary","2011-12 season: Vancouver",19289,19.289,"R",1,0,1
"1214","2011-12 season:",2012-04-05,"NY Islanders","NY Islanders",5,"Winnipeg",4,6,6,5,"2011-12 season: NY Islanders","2011-12 season: Winnipeg",13048,13.048,"R",1,0,0.762461286741074
"1215","2011-12 season:",2012-04-06,"St Louis","St Louis",1,"Arizona",4,36,26,6,"2011-12 season: St Louis","2011-12 season: Arizona",19150,19.15,"R",0,0,1.05824491600354
"1216","2011-12 season:",2012-04-07,"Calgary","Calgary",5,"Anaheim",2,16,20,7,"2011-12 season: Calgary","2011-12 season: Anaheim",19289,19.289,"R",1,0,1
"1217","2011-12 season:",2012-04-07,"Boston","Boston",4,"Buffalo",3,13,7,7,"2011-12 season: Boston","2011-12 season: Buffalo",17565,17.565,"R",1,0,1
"1218","2011-12 season:",2012-04-07,"Florida","Florida",4,"Carolina",1,4,4,7,"2011-12 season: Florida","2011-12 season: Carolina",19057,19.057,"R",1,0,0.989974025974026
"1219","2011-12 season:",2012-04-07,"Detroit","Detroit",2,"Chicago",3,6,12,7,"2011-12 season: Detroit","2011-12 season: Chicago",20066,20.066,"R",0,0,1.02823469126313
"1220","2011-12 season:",2012-04-07,"Vancouver","Vancouver",3,"Edmonton",0,16,6,7,"2011-12 season: Vancouver","2011-12 season: Edmonton",18890,18.89,"R",1,0,0.998942358540455
"1221","2011-12 season:",2012-04-07,"San Jose","San Jose",3,"Los Angeles",2,10,6,7,"2011-12 season: San Jose","2011-12 season: Los Angeles",17562,17.562,"R",1,0,1
"1222","2011-12 season:",2012-04-07,"Columbus","Columbus",7,"NY Islanders",3,21,19,7,"2011-12 season: Columbus","2011-12 season: NY Islanders",18007,18.007,"R",1,0,0.992449294532628
"1223","2011-12 season:",2012-04-07,"Colorado","Colorado",1,"Nashville",6,4,4,7,"2011-12 season: Colorado","2011-12 season: Nashville",18007,18.007,"R",0,0,1.01111797405806
"1224","2011-12 season:",2012-04-07,"New Jersey","New Jersey",4,"Ottawa",2,6,4,7,"2011-12 season: New Jersey","2011-12 season: Ottawa",17625,17.625,"R",1,0,1.06727625045416
"1225","2011-12 season:",2012-04-07,"Pittsburgh","Pittsburgh",4,"Philadelphia",2,36,17,7,"2011-12 season: Pittsburgh","2011-12 season: Philadelphia",18616,18.616,"R",1,0,1.01245445151466
"1226","2011-12 season:",2012-04-07,"Minnesota","Minnesota",1,"Arizona",4,12,12,7,"2011-12 season: Minnesota","2011-12 season: Arizona",18864,18.864,"R",0,0,1.05068508410382
"1227","2011-12 season:",2012-04-07,"Dallas","Dallas",2,"St Louis",3,17,19,7,"2011-12 season: Dallas","2011-12 season: St Louis",16560,16.56,"R",0,0,0.89358946686812
"1228","2011-12 season:",2012-04-07,"Winnipeg","Winnipeg",3,"Tampa Bay",4,4,6,7,"2011-12 season: Winnipeg","2011-12 season: Tampa Bay",15004,15.004,"R",0,0,0.979309444553228
"1229","2011-12 season:",2012-04-07,"Montreal","Montreal",4,"Toronto",1,8,12,7,"2011-12 season: Montreal","2011-12 season: Toronto",21273,21.273,"R",1,0,0.998638625481175
"1230","2011-12 season:",2012-04-07,"NY Rangers","NY Rangers",1,"Washington",4,8,8,7,"2011-12 season: NY Rangers","2011-12 season: Washington",18200,18.2,"R",0,0,1.01077418638232
"1231","2011-12 season:",2012-04-11,"Pittsburgh","Pittsburgh",3,"Philadelphia",4,6,2,4,"2011-12 season: Pittsburgh","2011-12 season: Philadelphia",18565,18.565,"P",0,0,1.00968075270572
"1232","2011-12 season:",2012-04-11,"Nashville","Nashville",3,"Detroit",2,14,20,4,"2011-12 season: Nashville","2011-12 season: Detroit",17113,17.113,"P",1,0,1
"1233","2011-12 season:",2012-04-11,"Vancouver","Vancouver",2,"Los Angeles",4,10,27,4,"2011-12 season: Vancouver","2011-12 season: Los Angeles",18890,18.89,"P",0,0,0.998942358540455
"1234","2011-12 season:",2012-04-12,"NY Rangers","NY Rangers",4,"Ottawa",2,20,18,5,"2011-12 season: NY Rangers","2011-12 season: Ottawa",18200,18.2,"P",1,0,1.01077418638232
"1235","2011-12 season:",2012-04-12,"Boston","Boston",1,"Washington",0,10,6,5,"2011-12 season: Boston","2011-12 season: Washington",17565,17.565,"P",1,0,1
"1236","2011-12 season:",2012-04-12,"St Louis","St Louis",2,"San Jose",3,8,8,5,"2011-12 season: St Louis","2011-12 season: San Jose",19333,19.333,"P",0,0,1.06835764809903
"1237","2011-12 season:",2012-04-12,"Arizona","Arizona",3,"Chicago",2,6,10,5,"2011-12 season: Arizona","2011-12 season: Chicago",17138,17.138,"P",1,0,1.00075912408759
"1238","2011-12 season:",2012-04-13,"Florida","Florida",2,"New Jersey",3,8,14,6,"2011-12 season: Florida","2011-12 season: New Jersey",19119,19.119,"P",0,0,0.993194805194805
"1239","2011-12 season:",2012-04-13,"Pittsburgh","Pittsburgh",5,"Philadelphia",8,10,6,6,"2011-12 season: Pittsburgh","2011-12 season: Philadelphia",18626,18.626,"P",0,0,1.01299831402621
"1240","2011-12 season:",2012-04-13,"Nashville","Nashville",2,"Detroit",3,17,9,6,"2011-12 season: Nashville","2011-12 season: Detroit",17113,17.113,"P",0,0,1
"1241","2011-12 season:",2012-04-13,"Vancouver","Vancouver",2,"Los Angeles",4,14,32,6,"2011-12 season: Vancouver","2011-12 season: Los Angeles",18890,18.89,"P",0,0,0.998942358540455
"1242","2011-12 season:",2012-04-14,"Boston","Boston",1,"Washington",2,4,6,7,"2011-12 season: Boston","2011-12 season: Washington",17565,17.565,"P",0,0,1
"1243","2011-12 season:",2012-04-14,"NY Rangers","NY Rangers",2,"Ottawa",3,28,26,7,"2011-12 season: NY Rangers","2011-12 season: Ottawa",18200,18.2,"P",0,0,1.01077418638232
"1244","2011-12 season:",2012-04-14,"St Louis","St Louis",3,"San Jose",0,64,68,7,"2011-12 season: St Louis","2011-12 season: San Jose",19500,19.5,"P",1,0,1.07758620689655
"1245","2011-12 season:",2012-04-14,"Arizona","Arizona",3,"Chicago",4,19,6,7,"2011-12 season: Arizona","2011-12 season: Chicago",17539,17.539,"P",0,0,1.02417518248175
"1246","2011-12 season:",2012-04-15,"Detroit","Detroit",2,"Nashville",3,12,12,1,"2011-12 season: Detroit","2011-12 season: Nashville",20066,20.066,"P",0,0,1.02823469126313
"1247","2011-12 season:",2012-04-15,"Philadelphia","Philadelphia",8,"Pittsburgh",4,89,69,1,"2011-12 season: Philadelphia","2011-12 season: Pittsburgh",20092,20.092,"P",1,0,1.02809189991301
"1248","2011-12 season:",2012-04-15,"Florida","Florida",4,"New Jersey",2,8,4,1,"2011-12 season: Florida","2011-12 season: New Jersey",19248,19.248,"P",1,0,0.999896103896104
"1249","2011-12 season:",2012-04-15,"Los Angeles","Los Angeles",1,"Vancouver",0,21,13,1,"2011-12 season: Los Angeles","2011-12 season: Vancouver",18352,18.352,"P",1,0,1.00669226549643
"1250","2011-12 season:",2012-04-16,"Ottawa","Ottawa",0,"NY Rangers",1,10,10,2,"2011-12 season: Ottawa","2011-12 season: NY Rangers",20182,20.182,"P",0,0,1.16168767627928
"1251","2011-12 season:",2012-04-16,"Washington","Washington",3,"Boston",4,14,26,2,"2011-12 season: Washington","2011-12 season: Boston",18506,18.506,"P",0,0,1
"1252","2011-12 season:",2012-04-16,"San Jose","San Jose",3,"St Louis",4,10,10,2,"2011-12 season: San Jose","2011-12 season: St Louis",17562,17.562,"P",0,0,1
"1253","2011-12 season:",2012-04-17,"New Jersey","New Jersey",3,"Florida",4,8,8,3,"2011-12 season: New Jersey","2011-12 season: Florida",17625,17.625,"P",0,0,1.06727625045416
"1254","2011-12 season:",2012-04-17,"Detroit","Detroit",1,"Nashville",3,14,6,3,"2011-12 season: Detroit","2011-12 season: Nashville",20066,20.066,"P",0,0,1.02823469126313
"1255","2011-12 season:",2012-04-17,"Chicago","Chicago",2,"Arizona",3,8,18,3,"2011-12 season: Chicago","2011-12 season: Arizona",21627,21.627,"P",0,0,1.09687072069787
"1256","2011-12 season:",2012-04-18,"Ottawa","Ottawa",3,"NY Rangers",2,10,14,4,"2011-12 season: Ottawa","2011-12 season: NY Rangers",20340,20.34,"P",1,0,1.17078224831635
"1257","2011-12 season:",2012-04-18,"Philadelphia","Philadelphia",3,"Pittsburgh",10,36,64,4,"2011-12 season: Philadelphia","2011-12 season: Pittsburgh",20172,20.172,"P",0,0,1.03218543724096
"1258","2011-12 season:",2012-04-18,"Los Angeles","Los Angeles",1,"Vancouver",3,8,8,4,"2011-12 season: Los Angeles","2011-12 season: Vancouver",18409,18.409,"P",0,0,1.00981897970378
"1259","2011-12 season:",2012-04-19,"New Jersey","New Jersey",4,"Florida",0,12,26,5,"2011-12 season: New Jersey","2011-12 season: Florida",17625,17.625,"P",1,0,1.06727625045416
"1260","2011-12 season:",2012-04-19,"Washington","Washington",2,"Boston",1,6,2,5,"2011-12 season: Washington","2011-12 season: Boston",18506,18.506,"P",1,0,1
"1261","2011-12 season:",2012-04-19,"Chicago","Chicago",2,"Arizona",3,21,9,5,"2011-12 season: Chicago","2011-12 season: Arizona",22111,22.111,"P",0,0,1.12141806562865
"1262","2011-12 season:",2012-04-19,"San Jose","San Jose",1,"St Louis",2,8,6,5,"2011-12 season: San Jose","2011-12 season: St Louis",17562,17.562,"P",0,0,1
"1263","2011-12 season:",2012-04-20,"Pittsburgh","Pittsburgh",3,"Philadelphia",2,6,10,6,"2011-12 season: Pittsburgh","2011-12 season: Philadelphia",18628,18.628,"P",1,0,1.01310708652853
"1264","2011-12 season:",2012-04-20,"Nashville","Nashville",2,"Detroit",1,6,4,6,"2011-12 season: Nashville","2011-12 season: Detroit",17527,17.527,"P",1,0,1.02419213463449
"1265","2011-12 season:",2012-04-21,"Boston","Boston",3,"Washington",4,10,8,7,"2011-12 season: Boston","2011-12 season: Washington",17565,17.565,"P",0,0,1
"1266","2011-12 season:",2012-04-21,"Florida","Florida",3,"New Jersey",0,14,8,7,"2011-12 season: Florida","2011-12 season: New Jersey",19513,19.513,"P",1,0,1.01366233766234
"1267","2011-12 season:",2012-04-21,"NY Rangers","NY Rangers",0,"Ottawa",2,10,10,7,"2011-12 season: NY Rangers","2011-12 season: Ottawa",18200,18.2,"P",0,0,1.01077418638232
"1268","2011-12 season:",2012-04-21,"St Louis","St Louis",3,"San Jose",1,9,9,7,"2011-12 season: St Louis","2011-12 season: San Jose",19490,19.49,"P",1,0,1.07703359858532
"1269","2011-12 season:",2012-04-21,"Arizona","Arizona",1,"Chicago",2,8,8,7,"2011-12 season: Arizona","2011-12 season: Chicago",17746,17.746,"P",0,0,1.03626277372263
"1270","2011-12 season:",2012-04-22,"Philadelphia","Philadelphia",5,"Pittsburgh",1,6,10,1,"2011-12 season: Philadelphia","2011-12 season: Pittsburgh",20127,20.127,"P",1,0,1.02988282249399
"1271","2011-12 season:",2012-04-22,"Washington","Washington",3,"Boston",4,10,12,1,"2011-12 season: Washington","2011-12 season: Boston",18506,18.506,"P",0,0,1
"1272","2011-12 season:",2012-04-22,"Vancouver","Vancouver",1,"Los Angeles",2,8,6,1,"2011-12 season: Vancouver","2011-12 season: Los Angeles",18890,18.89,"P",0,0,0.998942358540455
"1273","2011-12 season:",2012-04-23,"Ottawa","Ottawa",2,"NY Rangers",3,15,19,2,"2011-12 season: Ottawa","2011-12 season: NY Rangers",20500,20.5,"P",0,0,1.17999194151845
"1274","2011-12 season:",2012-04-23,"Chicago","Chicago",0,"Arizona",4,4,29,2,"2011-12 season: Chicago","2011-12 season: Arizona",21636,21.636,"P",0,0,1.09732717959122
"1275","2011-12 season:",2012-04-24,"New Jersey","New Jersey",3,"Florida",2,8,2,3,"2011-12 season: New Jersey","2011-12 season: Florida",17625,17.625,"P",1,0,1.06727625045416
"1276","2011-12 season:",2012-04-25,"Boston","Boston",1,"Washington",2,6,2,4,"2011-12 season: Boston","2011-12 season: Washington",17565,17.565,"P",0,0,1
"1277","2011-12 season:",2012-04-26,"NY Rangers","NY Rangers",2,"Ottawa",1,6,4,5,"2011-12 season: NY Rangers","2011-12 season: Ottawa",18200,18.2,"P",1,0,1.01077418638232
"1278","2011-12 season:",2012-04-26,"Florida","Florida",2,"New Jersey",3,12,12,5,"2011-12 season: Florida","2011-12 season: New Jersey",19313,19.313,"P",0,0,1.00327272727273
"1279","2011-12 season:",2012-04-27,"Arizona","Arizona",4,"Nashville",3,6,10,6,"2011-12 season: Arizona","2011-12 season: Nashville",17187,17.187,"P",1,0,1.0036204379562
"1280","2011-12 season:",2012-04-28,"NY Rangers","NY Rangers",3,"Washington",1,8,8,7,"2011-12 season: NY Rangers","2011-12 season: Washington",18200,18.2,"P",1,0,1.01077418638232
"1281","2011-12 season:",2012-04-28,"St Louis","St Louis",1,"Los Angeles",3,6,20,7,"2011-12 season: St Louis","2011-12 season: Los Angeles",19391,19.391,"P",0,0,1.07156277630416
"1282","2011-12 season:",2012-04-29,"Philadelphia","Philadelphia",4,"New Jersey",3,12,6,1,"2011-12 season: Philadelphia","2011-12 season: New Jersey",19972,19.972,"P",1,0,1.0219515939211
"1283","2011-12 season:",2012-04-29,"Arizona","Arizona",5,"Nashville",3,8,8,1,"2011-12 season: Arizona","2011-12 season: Nashville",17217,17.217,"P",1,0,1.00537226277372
"1284","2011-12 season:",2012-04-30,"NY Rangers","NY Rangers",2,"Washington",3,8,8,2,"2011-12 season: NY Rangers","2011-12 season: Washington",18200,18.2,"P",0,0,1.01077418638232
"1285","2011-12 season:",2012-04-30,"St Louis","St Louis",2,"Los Angeles",5,53,57,2,"2011-12 season: St Louis","2011-12 season: Los Angeles",19366,19.366,"P",0,0,1.07018125552608
"1286","2011-12 season:",2012-05-01,"Philadelphia","Philadelphia",1,"New Jersey",4,12,32,3,"2011-12 season: Philadelphia","2011-12 season: New Jersey",20131,20.131,"P",0,0,1.03008749936038
"1287","2011-12 season:",2012-05-02,"Nashville","Nashville",2,"Arizona",0,10,8,4,"2011-12 season: Nashville","2011-12 season: Arizona",17113,17.113,"P",1,0,1
"1288","2011-12 season:",2012-05-02,"Washington","Washington",1,"NY Rangers",2,6,8,4,"2011-12 season: Washington","2011-12 season: NY Rangers",18506,18.506,"P",0,0,1
"1289","2011-12 season:",2012-05-03,"New Jersey","New Jersey",4,"Philadelphia",3,4,10,5,"2011-12 season: New Jersey","2011-12 season: Philadelphia",17625,17.625,"P",1,0,1.06727625045416
"1290","2011-12 season:",2012-05-03,"Los Angeles","Los Angeles",4,"St Louis",2,15,9,5,"2011-12 season: Los Angeles","2011-12 season: St Louis",18362,18.362,"P",1,0,1.0072408118486
"1291","2011-12 season:",2012-05-04,"Nashville","Nashville",0,"Arizona",1,11,9,6,"2011-12 season: Nashville","2011-12 season: Arizona",17113,17.113,"P",0,0,1
"1292","2011-12 season:",2012-05-05,"Washington","Washington",3,"NY Rangers",2,4,4,7,"2011-12 season: Washington","2011-12 season: NY Rangers",18506,18.506,"P",1,0,1
"1293","2011-12 season:",2012-05-06,"Los Angeles","Los Angeles",3,"St Louis",1,17,15,1,"2011-12 season: Los Angeles","2011-12 season: St Louis",18373,18.373,"P",1,0,1.00784421283598
"1294","2011-12 season:",2012-05-06,"New Jersey","New Jersey",4,"Philadelphia",2,10,4,1,"2011-12 season: New Jersey","2011-12 season: Philadelphia",17625,17.625,"P",1,0,1.06727625045416
"1295","2011-12 season:",2012-05-07,"NY Rangers","NY Rangers",3,"Washington",2,10,8,2,"2011-12 season: NY Rangers","2011-12 season: Washington",18200,18.2,"P",1,0,1.01077418638232
"1296","2011-12 season:",2012-05-07,"Arizona","Arizona",2,"Nashville",1,2,8,2,"2011-12 season: Arizona","2011-12 season: Nashville",17182,17.182,"P",1,0,1.00332846715328
"1297","2011-12 season:",2012-05-08,"Philadelphia","Philadelphia",1,"New Jersey",3,2,8,3,"2011-12 season: Philadelphia","2011-12 season: New Jersey",19818,19.818,"P",0,0,1.01407153456481
"1298","2011-12 season:",2012-05-09,"Washington","Washington",2,"NY Rangers",1,6,10,4,"2011-12 season: Washington","2011-12 season: NY Rangers",18506,18.506,"P",1,0,1
"1299","2011-12 season:",2012-05-12,"NY Rangers","NY Rangers",2,"Washington",1,4,2,7,"2011-12 season: NY Rangers","2011-12 season: Washington",18200,18.2,"P",1,0,1.01077418638232
"1300","2011-12 season:",2012-05-13,"Arizona","Arizona",2,"Los Angeles",4,10,8,1,"2011-12 season: Arizona","2011-12 season: Los Angeles",17134,17.134,"P",0,0,1.00052554744526
"1301","2011-12 season:",2012-05-14,"NY Rangers","NY Rangers",3,"New Jersey",0,8,8,2,"2011-12 season: NY Rangers","2011-12 season: New Jersey",18200,18.2,"P",1,0,1.01077418638232
"1302","2011-12 season:",2012-05-15,"Arizona","Arizona",0,"Los Angeles",4,24,56,3,"2011-12 season: Arizona","2011-12 season: Los Angeles",17149,17.149,"P",0,0,1.00140145985401
"1303","2011-12 season:",2012-05-16,"NY Rangers","NY Rangers",2,"New Jersey",3,8,6,4,"2011-12 season: NY Rangers","2011-12 season: New Jersey",18200,18.2,"P",0,0,1.01077418638232
"1304","2011-12 season:",2012-05-17,"Los Angeles","Los Angeles",2,"Arizona",1,12,4,5,"2011-12 season: Los Angeles","2011-12 season: Arizona",18367,18.367,"P",1,0,1.00751508502468
"1305","2011-12 season:",2012-05-19,"New Jersey","New Jersey",0,"NY Rangers",3,12,4,7,"2011-12 season: New Jersey","2011-12 season: NY Rangers",17625,17.625,"P",0,0,1.06727625045416
"1306","2011-12 season:",2012-05-20,"Los Angeles","Los Angeles",0,"Arizona",2,16,10,1,"2011-12 season: Los Angeles","2011-12 season: Arizona",18402,18.402,"P",0,0,1.00943499725727
"1307","2011-12 season:",2012-05-21,"New Jersey","New Jersey",4,"NY Rangers",1,43,23,2,"2011-12 season: New Jersey","2011-12 season: NY Rangers",17625,17.625,"P",1,0,1.06727625045416
"1308","2011-12 season:",2012-05-22,"Arizona","Arizona",3,"Los Angeles",4,12,18,3,"2011-12 season: Arizona","2011-12 season: Los Angeles",17148,17.148,"P",0,0,1.00134306569343
"1309","2011-12 season:",2012-05-23,"NY Rangers","NY Rangers",3,"New Jersey",5,8,8,4,"2011-12 season: NY Rangers","2011-12 season: New Jersey",18200,18.2,"P",0,0,1.01077418638232
"1310","2011-12 season:",2012-05-25,"New Jersey","New Jersey",3,"NY Rangers",2,6,6,6,"2011-12 season: New Jersey","2011-12 season: NY Rangers",17625,17.625,"P",1,0,1.06727625045416
"1311","2011-12 season:",2012-05-30,"New Jersey","New Jersey",1,"Los Angeles",2,4,2,4,"2011-12 season: New Jersey","2011-12 season: Los Angeles",17625,17.625,"P",0,0,1.06727625045416
"1312","2011-12 season:",2012-06-02,"New Jersey","New Jersey",1,"Los Angeles",2,8,4,7,"2011-12 season: New Jersey","2011-12 season: Los Angeles",17625,17.625,"P",0,0,1.06727625045416
"1313","2011-12 season:",2012-06-04,"Los Angeles","Los Angeles",4,"New Jersey",0,6,12,2,"2011-12 season: Los Angeles","2011-12 season: New Jersey",18764,18.764,"P",1,0,1.0292923752057
"1314","2011-12 season:",2012-06-06,"Los Angeles","Los Angeles",1,"New Jersey",3,8,6,4,"2011-12 season: Los Angeles","2011-12 season: New Jersey",18867,18.867,"P",0,0,1.03494240263302
"1315","2011-12 season:",2012-06-09,"New Jersey","New Jersey",2,"Los Angeles",1,6,6,7,"2011-12 season: New Jersey","2011-12 season: Los Angeles",17625,17.625,"P",1,0,1.06727625045416
"1316","2011-12 season:",2012-06-11,"Los Angeles","Los Angeles",6,"New Jersey",1,47,6,2,"2011-12 season: Los Angeles","2011-12 season: New Jersey",18858,18.858,"P",1,0,1.03444871091607
"1317","2012-13 season:",2013-01-19,"Vancouver","Vancouver",3,"Anaheim",7,8,6,7,"2012-13 season: Vancouver","2012-13 season: Anaheim",18910,18.91,"R",0,0,1
"1318","2012-13 season:",2013-01-19,"Florida","Florida",5,"Carolina",1,14,16,7,"2012-13 season: Florida","2012-13 season: Carolina",19688,19.688,"R",1,0,1.02275324675325
"1319","2012-13 season:",2013-01-19,"Nashville","Nashville",2,"Columbus",3,14,18,7,"2012-13 season: Nashville","2012-13 season: Columbus",17113,17.113,"R",0,0,1
"1320","2012-13 season:",2013-01-19,"Los Angeles","Los Angeles",2,"Chicago",5,10,10,7,"2012-13 season: Los Angeles","2012-13 season: Chicago",18545,18.545,"R",0,0,1.01727921009325
"1321","2012-13 season:",2013-01-19,"Minnesota","Minnesota",4,"Colorado",2,19,11,7,"2012-13 season: Minnesota","2012-13 season: Colorado",19298,19.298,"R",1,0,1.07485797036872
"1322","2012-13 season:",2013-01-19,"St Louis","St Louis",6,"Detroit",0,30,18,7,"2012-13 season: St Louis","2012-13 season: Detroit",20035,20.035,"R",1,0,1.1071507515473
"1323","2012-13 season:",2013-01-19,"NY Islanders","NY Islanders",1,"New Jersey",2,8,4,7,"2012-13 season: NY Islanders","2012-13 season: New Jersey",16170,16.17,"R",0,0,0.944895693332554
"1324","2012-13 season:",2013-01-19,"Boston","Boston",3,"NY Rangers",1,24,30,7,"2012-13 season: Boston","2012-13 season: NY Rangers",17565,17.565,"R",1,0,1
"1325","2012-13 season:",2013-01-19,"Winnipeg","Winnipeg",1,"Ottawa",4,14,6,7,"2012-13 season: Winnipeg","2012-13 season: Ottawa",15004,15.004,"R",0,0,0.979309444553228
"1326","2012-13 season:",2013-01-19,"Dallas","Dallas",4,"Arizona",3,8,12,7,"2012-13 season: Dallas","2012-13 season: Arizona",18532,18.532,"R",1,0,1
"1327","2012-13 season:",2013-01-19,"Philadelphia","Philadelphia",1,"Pittsburgh",3,10,6,7,"2012-13 season: Philadelphia","2012-13 season: Pittsburgh",19994,19.994,"R",0,0,1.02307731668628
"1328","2012-13 season:",2013-01-19,"Montreal","Montreal",1,"Toronto",2,15,15,7,"2012-13 season: Montreal","2012-13 season: Toronto",21273,21.273,"R",0,0,0.998638625481175
"1329","2012-13 season:",2013-01-19,"Tampa Bay","Tampa Bay",6,"Washington",3,16,10,7,"2012-13 season: Tampa Bay","2012-13 season: Washington",19204,19.204,"R",1,0,1.00586633144773
"1330","2012-13 season:",2013-01-20,"Arizona","Arizona",4,"Chicago",6,11,15,1,"2012-13 season: Arizona","2012-13 season: Chicago",17363,17.363,"R",0,0,1.01389781021898
"1331","2012-13 season:",2013-01-20,"Minnesota","Minnesota",1,"Dallas",0,8,10,1,"2012-13 season: Minnesota","2012-13 season: Dallas",18296,18.296,"R",1,0,1.0190486799599
"1332","2012-13 season:",2013-01-20,"Vancouver","Vancouver",2,"Edmonton",3,15,13,1,"2012-13 season: Vancouver","2012-13 season: Edmonton",18910,18.91,"R",0,0,1
"1333","2012-13 season:",2013-01-20,"Buffalo","Buffalo",5,"Philadelphia",2,25,21,1,"2012-13 season: Buffalo","2012-13 season: Philadelphia",19070,19.07,"R",1,0,1
"1334","2012-13 season:",2013-01-20,"NY Rangers","NY Rangers",3,"Pittsburgh",6,15,17,1,"2012-13 season: NY Rangers","2012-13 season: Pittsburgh",17200,17.2,"R",0,0,0.955237143174497
"1335","2012-13 season:",2013-01-20,"Calgary","Calgary",1,"San Jose",4,6,12,1,"2012-13 season: Calgary","2012-13 season: San Jose",19289,19.289,"R",0,0,1
"1336","2012-13 season:",2013-01-21,"Calgary","Calgary",4,"Anaheim",5,6,4,2,"2012-13 season: Calgary","2012-13 season: Anaheim",19289,19.289,"R",0,0,1
"1337","2012-13 season:",2013-01-21,"Toronto","Toronto",1,"Buffalo",2,38,30,2,"2012-13 season: Toronto","2012-13 season: Buffalo",19475,19.475,"R",0,0,1.03485838779956
"1338","2012-13 season:",2013-01-21,"Columbus","Columbus",3,"Detroit",4,23,23,2,"2012-13 season: Columbus","2012-13 season: Detroit",19206,19.206,"R",0,0,1.05853174603175
"1339","2012-13 season:",2013-01-21,"Ottawa","Ottawa",4,"Florida",0,13,11,2,"2012-13 season: Ottawa","2012-13 season: Florida",19952,19.952,"R",1,0,1.14844874230127
"1340","2012-13 season:",2013-01-21,"Nashville","Nashville",3,"St Louis",4,16,8,2,"2012-13 season: Nashville","2012-13 season: St Louis",17113,17.113,"R",0,0,1
"1341","2012-13 season:",2013-01-21,"NY Islanders","NY Islanders",4,"Tampa Bay",3,26,18,2,"2012-13 season: NY Islanders","2012-13 season: Tampa Bay",15322,15.322,"R",1,0,0.895342721907322
"1342","2012-13 season:",2013-01-21,"Boston","Boston",2,"Winnipeg",1,4,8,2,"2012-13 season: Boston","2012-13 season: Winnipeg",17565,17.565,"R",1,0,1
"1343","2012-13 season:",2013-01-22,"Detroit","Detroit",1,"Dallas",2,10,6,3,"2012-13 season: Detroit","2012-13 season: Dallas",20066,20.066,"R",0,0,1.02823469126313
"1344","2012-13 season:",2013-01-22,"Montreal","Montreal",4,"Florida",1,14,41,3,"2012-13 season: Montreal","2012-13 season: Florida",21273,21.273,"R",1,0,0.998638625481175
"1345","2012-13 season:",2013-01-22,"Colorado","Colorado",3,"Los Angeles",1,10,14,3,"2012-13 season: Colorado","2012-13 season: Los Angeles",18007,18.007,"R",1,0,1.01111797405806
"1346","2012-13 season:",2013-01-22,"Minnesota","Minnesota",1,"Nashville",3,15,15,3,"2012-13 season: Minnesota","2012-13 season: Nashville",17540,17.54,"R",0,0,0.976941071627492
